system,graph_type,voltage,voltage_label,voltage_class,A,gamma,degree,fitted_ccdf,probability_mass,cumulative_probability_mass,remaining_tail_probability
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,2,0.8331902580782089,0.22974929101869002,0.3965590329404811,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,3,0.6034409670595189,0.16639672992977245,0.5629557628702535,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,4,0.43704423712974644,0.12051341533441007,0.6834691782046636,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,5,0.31653082179533637,0.08728226379024179,0.7707514419949053,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,6,0.22924855800509458,0.0632144857168788,0.8339659277117841,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,7,0.1660340722882158,0.04578331302282565,0.8797492407346098,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,8,0.12025075926539014,0.0331587250544752,0.9129079657890851,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,9,0.08709203421091494,0.024015322934146682,0.9369232887232317,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,10,0.06307671127676825,0.017393181875474846,0.9543164705987066,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,11,0.04568352940129341,0.0125970729847317,0.9669135435834383,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,12,0.03308645641656171,0.009123474296926191,0.9760370178803645,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,13,0.023962982119635517,0.006607708262670337,0.9826447261430348,7.871188214463412e-07
Belgium,complete,150.0,<200 kV,<200 kV,0.8331902580782089,3.0996814241627315,14,0.01735527385696518,0.004785655887612015,0.9874303820306468,7.871188214463412e-07
